name,country,alpha_two_code,web_pages
Phillips-Universität Marburg,Germany,DE,http://www.uni-marburg.de/
Ludwig-Maximilians-Universität München,Germany,DE,http://www.lmu.de/
Westfälische Wilhelms-Universität Münster,Germany,DE,http://www.uni-muenster.de/
Carl von Ossietzky Universität Oldenburg,Germany,DE,https://uol.de
Universität Osnabrück,Germany,DE,http://www.uni-osnabrueck.de/
Universität Paderborn,Germany,DE,http://www.uni-paderborn.de/
Universität Passau,Germany,DE,http://www.uni-passau.de/
Universität Potsdam,Germany,DE,http://www.uni-potsdam.de/
Universität Polsdam,Germany,DE,http://www.uni-polsdam.de/
Universität Regensburg,Germany,DE,http://www.uni-regensburg.de/
Universität Rostock,Germany,DE,http://www.uni-rostock.de/
Universität des Saarlandes,Germany,DE,http://www.uni-saarland.de/
Universität Siegen,Germany,DE,http://www.uni-siegen.de/
Universität Stuttgart,Germany,DE,http://www.uni-stuttgart.de/
Universität Trier,Germany,DE,http://www.uni-trier.de/
Eberhard-Karls-Universität Tübingen,Germany,DE,http://www.uni-tuebingen.de/
Universität Ulm,Germany,DE,http://www.uni-ulm.de/
Hochschule Vechta,Germany,DE,http://www.uni-vechta.de/
Bauhaus Universität Weimar,Germany,DE,http://www.uni-weimar.de/
Private Universität Witten/Herdecke,Germany,DE,http://www.uni-wh.de/
Bayerische Julius-Maximilians-Universität Würzburg,Germany,DE,http://www.uni-wuerzburg.de/
Bergische Universität Gesamthochschule Wuppertal,Germany,DE,http://www.uni-wuppertal.de/
"Wissenschaftliche Hochschule für Unternehmensführung, Otto-Beisheim Hochschule",Germany,DE,http://www.whu-koblenz.de/
Duale Hochschule Baden-Württemberg,Germany,DE,http://www.dhbw.de/
Duale Hochschule Baden-Württemberg Heidenheim,Germany,DE,http://www.heidenheim.dhbw.de/
Duale Hochschule Baden-Württemberg Center for Advanced Studies (CAS),Germany,DE,http://www.cas.dhbw.de/
Duale Hochschule Baden-Württemberg Lörrach,Germany,DE,http://www.dhbw-loerrach.de/
Duale Hochschule Baden-Württemberg Mosbach,Germany,DE,http://www.dhbw-mosbach.de/
Duale Hochschule Baden-Württemberg Ravensburg,Germany,DE,http://www.ravensburg.dhbw.de/
Duale Hochschule Baden-Württemberg Stuttgart,Germany,DE,http://www.dhbw-stuttgart.de/
Duale Hochschule Baden-Württemberg Villingen-Schwenningen,Germany,DE,http://www.dhbw-vs.de/
Duale Hochschule Baden-Württemberg Heilbronn,Germany,DE,http://www.heilbronn.dhbw.de/
Duale Hochschule Baden-Württemberg Karlsruhe,Germany,DE,http://www.dhbw-karlsruhe.de/
Duale Hochschule Baden-Wuerttemberg Mannheim,Germany,DE,http://www.dhbw-mannheim.de/
Hochschule Hannover,Germany,DE,https://www.hs-hannover.de/
Staatliche Studienakademie Bautzen,Germany,DE,https://www.ba-bautzen.de/
Technische Hochschule Mittelhessen,Germany,DE,https://www.thm.de
Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Germany,DE,https://www.hwg-lu.de
Leuphana Universität Lüneburg,Germany,DE,https://www.leuphana.de
Ostbayerische Technische Hochschule Amberg-Weiden,Germany,DE,https://www.oth-aw.de/
Musikhochschule Lübeck,Germany,DE,https://www.mh-luebeck.de/
Hochschule für Musik und Theater München,Germany,DE,https://website.musikhochschule-muenchen.de/
Universität der Künste Berlin,Germany,DE,https://www.udk-berlin.de/
Hochschule für Musik und Tanz Köln,Germany,DE,https://www.hfmt-koeln.de/
Hochschule für Musik Carl Maria von Weber,Germany,DE,https://www.hfmdd.de/
Hochschule für Musik und Darstellende Kunst Stuttgart,Germany,DE,https://www.hmdk-stuttgart.de/
Hochschule für Künste Bremen,Germany,DE,https://www.hfk-bremen.de/
Hochschule für Musik und Theater „Felix Mendelssohn Bartholdy“ Leipzig,Germany,DE,https://www.hmt-leipzig.de/
"Hochschule für Musik, Theater und Medien Hannover",Germany,DE,https://www.hmtm-hannover.de
Hochschule für Musik Detmold,Germany,DE,https://www.hfm-detmold.de/
Deutsche Universität für Verwaltungswissenschaften Speyer,Germany,DE,https://www.uni-speyer.de/
Europa-Universität Viadrina,Germany,DE,https://www.europa-uni.de
Frankfurt School of Finance & Management,Germany,DE,https://www.frankfurt-school.de/
Hochschule für Fernsehen und Film München,Germany,DE,https://www.hff-muenchen.de/
IST-Hochschule fur Management,Germany,DE,https://www.ist-hochschule.de/
